document_id,application_id,doc_type,doc_category,status,submission_date,reviewed,printed,archived
DOC_000053,APP_000012,Immatrikulationsbescheinigung,Student,Received,2024-09-28 00:17:44,True,False,False
DOC_000054,APP_000012,Formblatt 3,Eltern,Received,2024-09-28 00:17:44,True,False,False
DOC_000055,APP_000012,Einkommensnachweis Eltern,Eltern,Received,2024-09-06 13:43:12,True,False,False
DOC_000056,APP_000012,Mietbescheinigung,Student,Received,2024-09-28 00:17:44,True,False,False
DOC_000057,APP_000013,Formblatt 1,Student,Received,2024-09-24 04:25:48,True,False,False
DOC_000058,APP_000013,Immatrikulationsbescheinigung,Student,Received,2024-09-24 04:25:48,True,False,False
DOC_000059,APP_000013,Formblatt 3,Eltern,Received,2024-09-24 04:25:48,True,False,False
DOC_000060,APP_000013,Einkommensnachweis Eltern,Eltern,Received,2024-09-10 10:35:19,True,False,False
DOC_000061,APP_000013,Mietbescheinigung,Student,Received,2024-09-24 04:25:48,True,False,False
DOC_000062,APP_000014,Formblatt 1,Student,Received,2024-09-21 09:14:22,True,False,False
DOC_000063,APP_000014,Immatrikulationsbescheinigung,Student,Received,2024-09-21 09:14:22,True,False,False
DOC_000064,APP_000014,Formblatt 3,Eltern,Received,2024-09-21 09:14:22,True,False,False
DOC_000065,APP_000014,Einkommensnachweis Eltern,Eltern,Received,2024-09-06 13:48:27,True,False,False
DOC_000066,APP_000014,Mietbescheinigung,Student,Received,2024-10-10 00:19:11,True,False,False
DOC_000067,APP_000015,Formblatt 1,Student,Received,2024-09-29 05:10:08,True,False,False
DOC_000068,APP_000015,Immatrikulationsbescheinigung,Student,Received,2024-09-29 05:10:08,True,False,False
DOC_000069,APP_000015,Formblatt 3,Eltern,Received,2024-09-29 05:10:08,True,False,False
DOC_000070,APP_000015,Einkommensnachweis Eltern,Eltern,Received,2024-09-12 17:03:44,True,False,False
DOC_000071,APP_000016,Formblatt 1,Student,Received,2024-09-23 09:53:34,True,False,False
DOC_000072,APP_000016,Immatrikulationsbescheinigung,Student,Received,2024-10-01 13:48:49,True,False,False
DOC_000073,APP_000016,Formblatt 3,Eltern,Received,2024-09-23 09:53:34,True,False,False
DOC_000074,APP_000016,Einkommensnachweis Eltern,Eltern,Received,2024-09-10 03:18:30,True,False,False
DOC_000075,APP_000017,Formblatt 1,Student,Received,2024-09-17 08:42:15,True,False,False
DOC_000076,APP_000017,Immatrikulationsbescheinigung,Student,Received,2024-09-17 08:42:15,True,False,False
DOC_000077,APP_000017,Formblatt 3,Eltern,Received,2024-09-17 08:42:15,True,False,False
DOC_000078,APP_000017,Einkommensnachweis Eltern,Eltern,Received,2024-09-05 00:49:08,True,False,False
DOC_000079,APP_000018,Formblatt 1,Student,Received,2024-09-17 05:22:07,True,False,False
DOC_000080,APP_000018,Immatrikulationsbescheinigung,Student,Received,2024-09-17 05:22:07,True,False,False
DOC_000081,APP_000018,Formblatt 3,Eltern,Received,2024-10-04 02:10:00,True,False,False
DOC_000082,APP_000018,Einkommensnachweis Eltern,Eltern,Received,2024-09-04 18:27:41,True,False,False
DOC_000083,APP_000019,Formblatt 1,Student,Received,2024-09-19 19:29:10,True,False,False
DOC_000084,APP_000019,Immatrikulationsbescheinigung,Student,Received,2024-09-19 19:29:10,True,False,False
DOC_000085,APP_000019,Mietbescheinigung,Student,Received,2024-09-19 19:29:10,True,False,False
DOC_000086,APP_000020,Formblatt 1,Student,Received,2024-09-27 02:59:43,True,False,False
DOC_000087,APP_000020,Immatrikulationsbescheinigung,Student,Received,2024-09-27 02:59:43,True,False,False
DOC_000088,APP_000020,Formblatt 3,Eltern,Received,2024-10-11 14:42:23,True,False,False
DOC_000089,APP_000020,Einkommensnachweis Eltern,Eltern,Received,2024-09-10 07:49:08,True,False,False
DOC_000090,APP_000020,Mietbescheinigung,Student,Received,2024-09-27 02:59:43,True,False,False
DOC_000091,APP_000021,Formblatt 1,Student,Received,2024-09-20 05:07:07,True,False,False
DOC_000092,APP_000021,Immatrikulationsbescheinigung,Student,Received,2024-09-20 05:07:07,True,False,False
DOC_000093,APP_000021,Formblatt 3,Eltern,Received,2024-09-20 05:07:07,True,False,False
DOC_000094,APP_000021,Einkommensnachweis Eltern,Eltern,Received,2024-09-07 20:25:50,True,False,False
DOC_000095,APP_000021,Mietbescheinigung,Student,Received,2024-09-20 05:07:07,True,False,False
DOC_000096,APP_000022,Formblatt 1,Student,Missing,,False,False,False
DOC_000097,APP_000022,Immatrikulationsbescheinigung,Student,Missing,,False,False,False
DOC_000098,APP_000022,Mietbescheinigung,Student,Missing,,False,False,False
DOC_000099,APP_000023,Formblatt 1,Student,Received,2024-09-24 02:17:42,True,False,False
DOC_000100,APP_000023,Immatrikulationsbescheinigung,Student,Received,2024-09-24 02:17:42,True,False,False
DOC_000101,APP_000023,Formblatt 3,Eltern,Received,2024-09-24 02:17:42,True,False,False
DOC_000102,APP_000023,Einkommensnachweis Eltern,Eltern,Received,2024-09-10 01:50:47,True,False,False
DOC_000103,APP_000023,Mietbescheinigung,Student,Received,2024-09-24 02:17:42,True,False,False
DOC_000104,APP_000024,Formblatt 1,Student,Received,2024-09-23 09:38:28,True,False,False
DOC_000105,APP_000024,Immatrikulationsbescheinigung,Student,Received,2024-09-23 09:38:28,True,False,False
DOC_000106,APP_000025,Formblatt 1,Student,Received,2024-09-14 09:50:08,True,False,False
DOC_000107,APP_000025,Immatrikulationsbescheinigung,Student,Received,2024-09-14 09:50:08,True,False,False
DOC_000108,APP_000025,Formblatt 3,Eltern,Received,2024-09-29 21:33:08,True,False,False
DOC_000109,APP_000025,Einkommensnachweis Eltern,Eltern,Received,2024-09-14 09:50:08,True,False,False
DOC_000110,APP_000025,Mietbescheinigung,Student,Received,2024-09-14 09:50:08,True,False,False
DOC_000111,APP_000026,Formblatt 1,Student,Received,2024-09-27 16:57:50,True,False,False
DOC_000112,APP_000026,Immatrikulationsbescheinigung,Student,Received,2024-09-27 16:57:50,True,False,False
DOC_000113,APP_000026,Formblatt 3,Eltern,Received,2024-09-27 16:57:50,True,False,False
DOC_000114,APP_000026,Einkommensnachweis Eltern,Eltern,Received,2024-09-27 16:57:50,True,False,False
DOC_000115,APP_000026,Mietbescheinigung,Student,Received,2024-11-20 17:23:42,True,False,False
DOC_000116,APP_000027,Formblatt 1,Student,Received,2024-09-22 02:17:43,True,False,False
DOC_000117,APP_000027,Immatrikulationsbescheinigung,Student,Received,2024-09-22 02:17:43,True,False,False
DOC_000118,APP_000027,Formblatt 3,Eltern,Received,2024-10-08 17:17:12,True,False,False
DOC_000119,APP_000027,Einkommensnachweis Eltern,Eltern,Received,2024-09-10 17:47:49,True,False,False
DOC_000120,APP_000027,Mietbescheinigung,Student,Received,2024-10-08 17:17:12,True,False,False
DOC_000121,APP_000028,Formblatt 1,Student,Received,2024-10-10 15:10:04,True,False,False
DOC_000122,APP_000028,Immatrikulationsbescheinigung,Student,Received,2024-09-21 01:14:01,True,False,False
DOC_000123,APP_000028,Formblatt 3,Eltern,Received,2024-09-21 01:14:01,True,False,False
DOC_000124,APP_000028,Einkommensnachweis Eltern,Eltern,Received,2024-09-10 11:49:50,True,False,False
DOC_000125,APP_000028,Mietbescheinigung,Student,Received,2024-10-10 15:10:04,True,False,False
DOC_000126,APP_000029,Formblatt 1,Student,Received,2024-09-07 23:01:51,True,False,False
DOC_000127,APP_000029,Immatrikulationsbescheinigung,Student,Received,2024-09-07 23:01:51,True,False,False
DOC_000128,APP_000029,Mietbescheinigung,Student,Received,2024-09-07 23:01:51,True,False,False
DOC_000129,APP_000030,Formblatt 1,Student,Received,2024-09-26 01:10:47,True,False,False
DOC_000130,APP_000030,Immatrikulationsbescheinigung,Student,Received,2024-09-26 01:10:47,True,False,False
DOC_000131,APP_000030,Formblatt 3,Eltern,Received,2024-09-26 01:10:47,True,False,False
DOC_000132,APP_000030,Einkommensnachweis Eltern,Eltern,Received,2024-09-09 00:22:49,True,False,False
DOC_000133,APP_000030,Mietbescheinigung,Student,Received,2024-09-26 01:10:47,True,False,False
DOC_000134,APP_000031,Formblatt 1,Student,Received,2024-09-21 03:39:28,True,False,False
DOC_000135,APP_000031,Immatrikulationsbescheinigung,Student,Received,2024-09-21 03:39:28,True,False,False
DOC_000136,APP_000031,Formblatt 3,Eltern,Received,2024-09-21 03:39:28,True,False,False
DOC_000137,APP_000031,Einkommensnachweis Eltern,Eltern,Received,2024-09-10 15:04:53,True,False,False
DOC_000138,APP_000031,Mietbescheinigung,Student,Received,2024-09-21 03:39:28,True,False,False
DOC_000139,APP_000032,Formblatt 1,Student,Received,2024-09-21 18:02:51,True,False,False
DOC_000140,APP_000032,Immatrikulationsbescheinigung,Student,Received,2024-09-21 18:02:51,True,False,False
DOC_000141,APP_000032,Mietbescheinigung,Student,Received,2024-09-21 18:02:51,True,False,False
DOC_000142,APP_000033,Formblatt 1,Student,Received,2024-09-21 02:15:13,True,False,False
DOC_000143,APP_000033,Immatrikulationsbescheinigung,Student,Received,2024-09-21 02:15:13,True,False,False
DOC_000144,APP_000033,Formblatt 3,Eltern,Received,2024-09-21 02:15:13,True,False,False
DOC_000145,APP_000033,Einkommensnachweis Eltern,Eltern,Received,2024-09-05 22:43:37,True,False,False
DOC_000146,APP_000033,Mietbescheinigung,Student,Received,2024-09-21 02:15:13,True,False,False
DOC_000147,APP_000034,Formblatt 1,Student,Missing,,False,False,False
DOC_000148,APP_000034,Immatrikulationsbescheinigung,Student,Missing,,False,False,False
DOC_000149,APP_000034,Formblatt 3,Eltern,Missing,,False,False,False
DOC_000150,APP_000034,Einkommensnachweis Eltern,Eltern,Received,2024-09-08 00:22:32,True,False,False
DOC_000151,APP_000035,Formblatt 1,Student,Received,2024-09-28 04:35:02,True,False,False
DOC_000152,APP_000035,Immatrikulationsbescheinigung,Student,Received,2024-10-12 05:06:02,True,False,False
DOC_000153,APP_000035,Formblatt 3,Eltern,Received,2024-09-28 04:35:02,True,False,False
DOC_000154,APP_000035,Einkommensnachweis Eltern,Eltern,Received,2024-09-10 17:04:56,True,False,False
DOC_000155,APP_000036,Formblatt 1,Student,Missing,,False,False,False
DOC_000156,APP_000036,Immatrikulationsbescheinigung,Student,Missing,,False,False,False
DOC_000157,APP_000036,Formblatt 3,Eltern,Missing,,False,False,False
DOC_000158,APP_000036,Einkommensnachweis Eltern,Eltern,Received,2024-09-09 02:34:17,True,False,False
DOC_000159,APP_000036,Mietbescheinigung,Student,Missing,,False,False,False
DOC_000160,APP_000037,Formblatt 1,Student,Received,2024-09-28 21:06:35,True,False,False
DOC_000161,APP_000037,Immatrikulationsbescheinigung,Student,Received,2024-09-28 21:06:35,True,False,False
DOC_000162,APP_000037,Formblatt 3,Eltern,Received,2024-10-13 03:07:18,True,False,False
DOC_000163,APP_000037,Einkommensnachweis Eltern,Eltern,Received,2024-09-28 21:06:35,True,False,False
DOC_000164,APP_000037,Mietbescheinigung,Student,Received,2024-09-28 21:06:35,True,False,False
DOC_000165,APP_000038,Formblatt 1,Student,Received,2024-10-08 21:03:31,True,False,False
DOC_000166,APP_000038,Immatrikulationsbescheinigung,Student,Received,2024-09-20 20:43:06,True,False,False
DOC_000167,APP_000038,Formblatt 3,Eltern,Received,2024-09-20 20:43:06,True,False,False
DOC_000168,APP_000038,Einkommensnachweis Eltern,Eltern,Received,2024-09-05 22:09:40,True,False,False
DOC_000169,APP_000038,Mietbescheinigung,Student,Received,2024-09-20 20:43:06,True,False,False
DOC_000170,APP_000039,Formblatt 1,Student,Received,2024-09-16 12:55:40,True,False,False
DOC_000171,APP_000039,Immatrikulationsbescheinigung,Student,Received,2024-09-16 12:55:40,True,False,False
DOC_000172,APP_000039,Formblatt 3,Eltern,Received,2024-09-16 12:55:40,True,False,False
DOC_000173,APP_000039,Einkommensnachweis Eltern,Eltern,Received,2024-09-08 10:41:54,True,False,False
DOC_000174,APP_000039,Mietbescheinigung,Student,Received,2024-09-16 12:55:40,True,False,False
DOC_000175,APP_000040,Formblatt 1,Student,Received,2024-09-21 23:58:45,True,False,False
DOC_000176,APP_000040,Immatrikulationsbescheinigung,Student,Received,2024-09-21 23:58:45,True,False,False
DOC_000177,APP_000040,Formblatt 3,Eltern,Received,2024-09-21 23:58:45,True,False,False
DOC_000178,APP_000040,Einkommensnachweis Eltern,Eltern,Received,2024-09-07 11:32:30,True,False,False
DOC_000179,APP_000040,Mietbescheinigung,Student,Received,2024-10-05 10:33:48,True,False,False
DOC_000180,APP_000041,Formblatt 1,Student,Received,2024-09-16 07:19:38,True,False,False
DOC_000181,APP_000041,Immatrikulationsbescheinigung,Student,Received,2024-09-16 07:19:38,True,False,False
DOC_000182,APP_000042,Formblatt 1,Student,Received,2024-09-28 18:03:47,True,False,False
DOC_000183,APP_000042,Immatrikulationsbescheinigung,Student,Received,2024-09-28 18:03:47,True,False,False
DOC_000184,APP_000042,Formblatt 3,Eltern,Received,2024-09-28 18:03:47,True,False,False
DOC_000185,APP_000042,Einkommensnachweis Eltern,Eltern,Received,2024-09-28 18:03:47,True,False,False
DOC_000186,APP_000043,Formblatt 1,Student,Received,2024-09-14 05:51:31,True,False,False
DOC_000187,APP_000043,Immatrikulationsbescheinigung,Student,Received,2024-09-14 05:51:31,True,False,False
DOC_000188,APP_000043,Formblatt 3,Eltern,Received,2024-09-14 05:51:31,True,False,False
DOC_000189,APP_000043,Einkommensnachweis Eltern,Eltern,Received,2024-09-06 06:16:07,True,False,False
DOC_000190,APP_000043,Mietbescheinigung,Student,Received,2024-09-14 05:51:31,True,False,False
DOC_000191,APP_000044,Formblatt 1,Student,Received,2024-10-13 21:27:56,True,False,False
DOC_000192,APP_000044,Immatrikulationsbescheinigung,Student,Received,2024-10-13 21:27:56,True,False,False
DOC_000193,APP_000044,Formblatt 3,Eltern,Received,2024-09-27 00:17:49,True,False,False
DOC_000194,APP_000044,Einkommensnachweis Eltern,Eltern,Received,2024-09-10 02:20:09,True,False,False
DOC_000195,APP_000044,Mietbescheinigung,Student,Received,2024-10-13 21:27:56,True,False,False
DOC_000196,APP_000045,Formblatt 1,Student,Received,2024-09-27 21:21:21,True,False,False
DOC_000197,APP_000045,Immatrikulationsbescheinigung,Student,Received,2024-10-09 18:00:38,True,False,False
DOC_000198,APP_000045,Formblatt 3,Eltern,Received,2024-09-27 21:21:21,True,False,False
DOC_000199,APP_000045,Einkommensnachweis Eltern,Eltern,Received,2024-09-09 11:49:19,True,False,False
DOC_000200,APP_000045,Mietbescheinigung,Student,Received,2024-09-27 21:21:21,True,False,False
DOC_000201,APP_000046,Formblatt 1,Student,Received,2024-09-17 03:15:54,True,False,False
DOC_000202,APP_000046,Immatrikulationsbescheinigung,Student,Received,2024-09-17 03:15:54,True,False,False
DOC_000203,APP_000047,Formblatt 1,Student,Received,2024-10-13 23:11:24,True,False,False
DOC_000204,APP_000047,Immatrikulationsbescheinigung,Student,Received,2024-10-01 01:43:38,True,False,False
DOC_000205,APP_000047,Formblatt 3,Eltern,Received,2024-10-01 01:43:38,True,False,False
DOC_000206,APP_000047,Einkommensnachweis Eltern,Eltern,Received,2024-09-11 16:29:30,True,False,False
DOC_000207,APP_000047,Mietbescheinigung,Student,Received,2024-10-01 01:43:38,True,False,False
DOC_000208,APP_000048,Formblatt 1,Student,Received,2024-09-18 23:40:56,True,False,False
DOC_000209,APP_000048,Immatrikulationsbescheinigung,Student,Received,2024-09-18 23:40:56,True,False,False
DOC_000210,APP_000048,Mietbescheinigung,Student,Received,2024-09-18 23:40:56,True,False,False
DOC_000211,APP_000049,Formblatt 1,Student,Received,2024-09-26 17:28:39,True,False,False
DOC_000212,APP_000049,Immatrikulationsbescheinigung,Student,Received,2024-09-26 17:28:39,True,False,False
DOC_000213,APP_000049,Formblatt 3,Eltern,Received,2024-09-26 17:28:39,True,False,False
DOC_000214,APP_000049,Einkommensnachweis Eltern,Eltern,Received,2024-09-07 11:19:43,True,False,False
DOC_000215,APP_000049,Mietbescheinigung,Student,Received,2024-09-26 17:28:39,True,False,False
DOC_000216,APP_000050,Formblatt 1,Student,Received,2024-09-22 01:34:57,True,False,False
DOC_000217,APP_000050,Immatrikulationsbescheinigung,Student,Received,2024-09-22 01:34:57,True,False,False
DOC_000218,APP_000050,Formblatt 3,Eltern,Received,2024-09-22 01:34:57,True,False,False
DOC_000219,APP_000050,Einkommensnachweis Eltern,Eltern,Received,2024-09-09 00:47:55,True,False,False
DOC_000220,APP_000050,Mietbescheinigung,Student,Received,2024-09-22 01:34:57,True,False,False
DOC_000221,APP_000051,Formblatt 1,Student,Received,2024-10-05 11:54:03,True,False,False
DOC_000222,APP_000051,Immatrikulationsbescheinigung,Student,Received,2024-09-28 12:34:58,True,False,False
DOC_000223,APP_000051,Formblatt 3,Eltern,Received,2024-09-28 12:34:58,True,False,False
DOC_000224,APP_000051,Einkommensnachweis Eltern,Eltern,Received,2024-09-08 22:46:34,True,False,False
DOC_000225,APP_000051,Mietbescheinigung,Student,Received,2024-09-28 12:34:58,True,False,False
DOC_000226,APP_000052,Formblatt 1,Student,Received,2024-09-15 02:00:38,True,False,False
DOC_000227,APP_000052,Immatrikulationsbescheinigung,Student,Received,2024-09-15 02:00:38,True,False,False
DOC_000228,APP_000053,Formblatt 1,Student,Received,2024-09-24 05:47:29,True,False,False
DOC_000229,APP_000053,Immatrikulationsbescheinigung,Student,Received,2024-09-24 05:47:29,True,False,False
DOC_000230,APP_000053,Formblatt 3,Eltern,Received,2024-09-24 05:47:29,True,False,False
DOC_000231,APP_000053,Einkommensnachweis Eltern,Eltern,Received,2024-09-07 06:01:25,True,False,False
DOC_000232,APP_000053,Mietbescheinigung,Student,Received,2024-09-24 05:47:29,True,False,False
DOC_000233,APP_000054,Formblatt 1,Student,Received,2024-10-15 08:44:34,True,False,False
DOC_000234,APP_000054,Immatrikulationsbescheinigung,Student,Received,2024-09-28 10:52:12,True,False,False
DOC_000235,APP_000054,Formblatt 3,Eltern,Received,2024-09-20 08:55:56,True,False,False
DOC_000236,APP_000054,Einkommensnachweis Eltern,Eltern,Received,2024-09-20 08:55:56,True,False,False
DOC_000237,APP_000055,Formblatt 1,Student,Received,2024-09-17 23:08:27,True,False,False
DOC_000238,APP_000055,Immatrikulationsbescheinigung,Student,Received,2024-09-17 23:08:27,True,False,False
DOC_000239,APP_000055,Formblatt 3,Eltern,Received,2024-09-17 23:08:27,True,False,False
DOC_000240,APP_000055,Einkommensnachweis Eltern,Eltern,Received,2024-09-05 22:45:36,True,False,False
DOC_000241,APP_000056,Formblatt 1,Student,Received,2024-09-24 20:11:44,True,False,False
DOC_000242,APP_000056,Immatrikulationsbescheinigung,Student,Received,2024-10-12 16:22:27,True,False,False
DOC_000243,APP_000056,Formblatt 3,Eltern,Received,2024-09-24 20:11:44,True,False,False
DOC_000244,APP_000056,Einkommensnachweis Eltern,Eltern,Received,2024-09-11 19:43:51,True,False,False
DOC_000245,APP_000057,Formblatt 1,Student,Received,2024-10-09 23:22:50,True,False,False
DOC_000246,APP_000057,Immatrikulationsbescheinigung,Student,Received,2024-09-16 06:49:31,True,False,False
DOC_000247,APP_000058,Formblatt 1,Student,Received,2024-09-28 03:00:39,True,False,False
DOC_000248,APP_000058,Immatrikulationsbescheinigung,Student,Received,2024-09-28 03:00:39,True,False,False
DOC_000249,APP_000058,Formblatt 3,Eltern,Received,2024-09-28 03:00:39,True,False,False
DOC_000250,APP_000058,Einkommensnachweis Eltern,Eltern,Received,2024-09-08 12:19:15,True,False,False
DOC_000251,APP_000059,Formblatt 1,Student,Received,2024-09-23 15:05:06,True,False,False
DOC_000252,APP_000059,Immatrikulationsbescheinigung,Student,Received,2024-09-23 15:05:06,True,False,False
DOC_000253,APP_000059,Formblatt 3,Eltern,Received,2024-09-23 15:05:06,True,False,False
DOC_000254,APP_000059,Einkommensnachweis Eltern,Eltern,Received,2024-09-14 12:34:29,True,False,False
DOC_000255,APP_000060,Formblatt 1,Student,Received,2024-09-17 14:08:01,True,False,False
DOC_000256,APP_000060,Immatrikulationsbescheinigung,Student,Received,2024-09-17 14:08:01,True,False,False
DOC_000257,APP_000060,Formblatt 3,Eltern,Received,2024-09-17 14:08:01,True,False,False
DOC_000258,APP_000060,Einkommensnachweis Eltern,Eltern,Received,2024-09-07 21:14:29,True,False,False
DOC_000259,APP_000061,Formblatt 1,Student,Received,2024-09-23 23:05:28,True,False,False
DOC_000260,APP_000061,Immatrikulationsbescheinigung,Student,Received,2024-09-23 23:05:28,True,False,False
DOC_000261,APP_000061,Formblatt 3,Eltern,Received,2024-09-23 23:05:28,True,False,False
DOC_000262,APP_000061,Einkommensnachweis Eltern,Eltern,Received,2024-09-09 02:56:45,True,False,False
DOC_000263,APP_000062,Formblatt 1,Student,Received,2024-09-20 16:46:31,True,False,False
DOC_000264,APP_000062,Immatrikulationsbescheinigung,Student,Received,2024-09-20 16:46:31,True,False,False
DOC_000265,APP_000062,Formblatt 3,Eltern,Received,2024-10-09 09:13:29,True,False,False
DOC_000266,APP_000062,Einkommensnachweis Eltern,Eltern,Received,2024-09-11 05:26:15,True,False,False
DOC_000267,APP_000063,Formblatt 1,Student,Received,2024-10-04 14:25:07,True,False,False
DOC_000268,APP_000063,Immatrikulationsbescheinigung,Student,Received,2024-10-04 14:25:07,True,False,False
DOC_000269,APP_000063,Formblatt 3,Eltern,Received,2024-10-04 14:25:07,True,False,False
DOC_000270,APP_000063,Einkommensnachweis Eltern,Eltern,Received,2024-09-10 06:06:47,True,False,False
DOC_000271,APP_000063,Mietbescheinigung,Student,Received,2024-10-04 14:25:07,True,False,False
DOC_000272,APP_000064,Formblatt 1,Student,Received,2024-09-28 09:16:55,True,False,False
DOC_000273,APP_000064,Immatrikulationsbescheinigung,Student,Received,2024-09-28 09:16:55,True,False,False
DOC_000274,APP_000064,Formblatt 3,Eltern,Received,2024-09-28 09:16:55,True,False,False
DOC_000275,APP_000064,Einkommensnachweis Eltern,Eltern,Received,2024-09-11 21:13:01,True,False,False
DOC_000276,APP_000064,Mietbescheinigung,Student,Received,2024-09-28 09:16:55,True,False,False
DOC_000277,APP_000065,Formblatt 1,Student,Missing,,False,False,False
DOC_000278,APP_000065,Immatrikulationsbescheinigung,Student,Missing,,False,False,False
DOC_000279,APP_000065,Formblatt 3,Eltern,Missing,,False,False,False
DOC_000280,APP_000065,Einkommensnachweis Eltern,Eltern,Received,2024-09-04 21:10:19,False,False,False
DOC_000281,APP_000066,Formblatt 1,Student,Received,2024-10-11 08:30:48,True,False,False
