case_id;event_id;activity;timestamp;sorting_integer;case_sorting_integer;org_resource
APP_000010;E_000030;Request Parent Data;2024-09-16 14:15:45;30;2;System
APP_000011;E_000031;Application started;2024-09-16 16:02:05;31;1;System
APP_000011;E_000032;Request Parent Data;2024-09-16 16:03:34;32;2;System
APP_000012;E_000033;Application started;2024-09-16 16:30:08;33;1;System
APP_000012;E_000034;Request Parent Data;2024-09-16 16:31:55;34;2;System
APP_000013;E_000035;Application started;2024-09-16 16:32:09;35;1;System
APP_000013;E_000036;Request Parent Data;2024-09-16 16:33:04;36;2;System
APP_000014;E_000037;Application started;2024-09-16 18:13:17;37;1;System
APP_000014;E_000038;Request Parent Data;2024-09-16 18:14:01;38;2;System
APP_000015;E_000039;Application started;2024-09-16 18:24:10;39;1;System
APP_000015;E_000040;Request Parent Data;2024-09-16 18:25:44;40;2;System
APP_000016;E_000041;Application started;2024-09-16 18:58:45;41;1;System
APP_000016;E_000042;Request Parent Data;2024-09-16 19:00:10;42;2;System
APP_000017;E_000043;Application started;2024-09-16 19:02:40;43;1;System
APP_000018;E_000044;Application started;2024-09-16 19:03:43;44;1;System
APP_000017;E_000045;Send Application Mail;2024-09-16 19:03:59;45;2;System
APP_000018;E_000046;Request Parent Data;2024-09-16 19:05:14;46;2;System
APP_000017;E_000047;Receive Application;2024-09-16 19:08:22;47;3;System
APP_000017;E_000048;Review Document;2024-09-16 19:40:01;48;4;Clerk
APP_000017;E_000049;Send Rejection;2024-09-16 19:48:13;49;5;Clerk
APP_000017;E_000050;Application handled;2024-09-16 19:48:13;50;6;System
APP_000019;E_000051;Application started;2024-09-16 20:15:43;51;1;System
APP_000019;E_000052;Request Parent Data;2024-09-16 20:16:19;52;2;System
APP_000020;E_000053;Application started;2024-09-16 20:37:45;53;1;System
APP_000020;E_000054;Request Parent Data;2024-09-16 20:38:34;54;2;System
APP_000021;E_000055;Application started;2024-09-16 20:43:53;55;1;System
APP_000021;E_000056;Request Parent Data;2024-09-16 20:44:36;56;2;System
APP_000022;E_000057;Application started;2024-09-16 21:28:39;57;1;System
APP_000022;E_000058;Send Application Mail;2024-09-16 21:31:08;58;2;System
APP_000022;E_000059;Receive Application;2024-09-16 21:33:51;59;3;System
APP_000001;E_000060;Receive Parent Data;2024-09-16 21:55:14;60;3;System
APP_000001;E_000061;Send Application Mail;2024-09-16 21:56:57;61;4;System
APP_000002;E_000062;Receive Parent Data;2024-09-16 21:59:05;62;3;System
APP_000002;E_000063;Send Application Mail;2024-09-16 22:00:21;63;4;System
APP_000001;E_000064;Receive Application;2024-09-16 22:01:57;64;5;System
APP_000002;E_000065;Receive Application;2024-09-16 22:03:20;65;5;System
APP_000022;E_000066;Review Document;2024-09-16 22:06:30;66;4;Clerk
APP_000002;E_000067;Review Document;2024-09-16 22:29:32;67;6;Clerk
APP_000022;E_000068;Assess Application;2024-09-16 22:30:41;68;5;Clerk
APP_000001;E_000069;Review Document;2024-09-16 22:32:07;69;6;Clerk
APP_000002;E_000070;Request Missing Documents;2024-09-16 22:42:01;70;7;Clerk
APP_000022;E_000071;Calculate Claim;2024-09-16 22:42:49;71;6;Clerk
APP_000022;E_000072;Send Notification;2024-09-16 22:50:47;72;7;Clerk
APP_000022;E_000073;Application handled;2024-09-16 22:50:47;73;8;System
APP_000001;E_000074;Assess Application;2024-09-16 22:52:05;74;7;Clerk
APP_000001;E_000075;Calculate Claim;2024-09-16 23:07:48;75;8;Clerk
APP_000001;E_000076;Send Notification;2024-09-16 23:16:24;76;9;Clerk
APP_000001;E_000077;Application handled;2024-09-16 23:16:24;77;10;System
APP_000023;E_000078;Application started;2024-09-17 04:14:02;78;1;System
APP_000023;E_000079;Request Parent Data;2024-09-17 04:15:33;79;2;System
APP_000024;E_000080;Application started;2024-09-17 10:42:57;80;1;System
APP_000024;E_000081;Send Application Mail;2024-09-17 10:45:29;81;2;System
APP_000024;E_000082;Receive Application;2024-09-17 10:47:51;82;3;System
APP_000024;E_000083;Review Document;2024-09-17 11:13:47;83;4;Clerk
APP_000006;E_000084;Receive Parent Data;2024-09-17 11:14:59;84;3;System
APP_000006;E_000085;Send Application Mail;2024-09-17 11:17:26;85;4;System
APP_000006;E_000086;Receive Application;2024-09-17 11:21:18;86;5;System
APP_000024;E_000087;Send Rejection;2024-09-17 11:23:45;87;5;Clerk
APP_000024;E_000088;Application handled;2024-09-17 11:23:45;88;6;System
APP_000006;E_000089;Review Document;2024-09-17 11:50:35;89;6;Clerk
APP_000006;E_000090;Request Missing Documents;2024-09-17 12:09:45;90;7;Clerk
APP_000010;E_000091;Receive Parent Data;2024-09-17 14:15:45;91;3;System
APP_000010;E_000092;Send Application Mail;2024-09-17 14:17:46;92;4;System
APP_000010;E_000093;Receive Application;2024-09-17 14:19:11;93;5;System
APP_000010;E_000094;Review Document;2024-09-17 14:50:42;94;6;Clerk
APP_000010;E_000095;Request Missing Documents;2024-09-17 15:03:40;95;7;Clerk
APP_000014;E_000096;Receive Parent Data;2024-09-17 18:14:01;96;3;System
APP_000014;E_000097;Send Application Mail;2024-09-17 18:16:02;97;4;System
APP_000014;E_000098;Receive Application;2024-09-17 18:17:50;98;5;System
APP_000014;E_000099;Review Document;2024-09-17 18:38:28;99;6;Clerk
APP_000004;E_000100;Receive Parent Data;2024-09-17 18:55:59;100;3;System
APP_000004;E_000101;Send Application Mail;2024-09-17 18:58:49;101;4;System
APP_000004;E_000102;Receive Application;2024-09-17 19:03:30;102;5;System
APP_000014;E_000103;Assess Application;2024-09-17 19:05:47;103;7;Clerk
APP_000025;E_000104;Application started;2024-09-17 19:23:03;104;1;System
APP_000014;E_000105;Calculate Claim;2024-09-17 19:23:55;105;8;Clerk
APP_000025;E_000106;Send Application Mail;2024-09-17 19:25:48;106;2;System
APP_000025;E_000107;Receive Application;2024-09-17 19:30:08;107;3;System
APP_000026;E_000108;Application started;2024-09-17 19:34:13;108;1;System
APP_000004;E_000109;Review Document;2024-09-17 19:35:19;109;6;Clerk
APP_000014;E_000110;Send Notification;2024-09-17 19:35:21;110;9;Clerk
APP_000014;E_000111;Application handled;2024-09-17 19:35:21;111;10;System
APP_000026;E_000112;Send Application Mail;2024-09-17 19:35:24;112;2;System
APP_000026;E_000113;Receive Application;2024-09-17 19:36:40;113;3;System
APP_000004;E_000114;Request Missing Documents;2024-09-17 19:44:50;114;7;Clerk
APP_000026;E_000115;Review Document;2024-09-17 20:01:10;115;4;Clerk
APP_000025;E_000116;Review Document;2024-09-17 20:03:23;116;4;Clerk
APP_000027;E_000117;Application started;2024-09-17 20:04:40;117;1;System
APP_000027;E_000118;Request Parent Data;2024-09-17 20:05:58;118;2;System
APP_000026;E_000119;Request Missing Documents;2024-09-17 20:20:11;119;5;Clerk
APP_000028;E_000120;Application started;2024-09-17 20:29:23;120;1;System
APP_000028;E_000121;Request Parent Data;2024-09-17 20:31:17;121;2;System
APP_000025;E_000122;Assess Application;2024-09-17 20:35:12;122;5;Clerk
APP_000029;E_000123;Application started;2024-09-17 20:51:35;123;1;System
APP_000030;E_000124;Application started;2024-09-17 20:52:21;124;1;System
APP_000029;E_000125;Request Parent Data;2024-09-17 20:52:40;125;2;System
APP_000030;E_000126;Request Parent Data;2024-09-17 20:53:30;126;2;System
APP_000031;E_000127;Application started;2024-09-17 20:55:46;127;1;System
APP_000031;E_000128;Request Parent Data;2024-09-17 20:56:39;128;2;System
APP_000025;E_000129;Calculate Claim;2024-09-17 21:00:58;129;6;Clerk
APP_000032;E_000130;Application started;2024-09-17 21:07:06;130;1;System
APP_000032;E_000131;Send Application Mail;2024-09-17 21:09:16;131;2;System
APP_000032;E_000132;Receive Application;2024-09-17 21:11:12;132;3;System
APP_000025;E_000133;Send Notification;2024-09-17 21:12:19;133;7;Clerk
APP_000025;E_000134;Application handled;2024-09-17 21:12:19;134;8;System
APP_000032;E_000135;Review Document;2024-09-17 21:38:42;135;4;Clerk
APP_000032;E_000136;Assess Application;2024-09-17 21:58:10;136;5;Clerk
APP_000032;E_000137;Calculate Claim;2024-09-17 22:23:38;137;6;Clerk
APP_000032;E_000138;Send Notification;2024-09-17 22:35:00;138;7;Clerk
APP_000032;E_000139;Application handled;2024-09-17 22:35:00;139;8;System
APP_000033;E_000140;Application started;2024-09-17 22:42:11;140;1;System
APP_000033;E_000141;Request Parent Data;2024-09-17 22:42:48;141;2;System
APP_000034;E_000142;Application started;2024-09-17 23:13:50;142;1;System
APP_000034;E_000143;Request Parent Data;2024-09-17 23:14:39;143;2;System
APP_000011;E_000144;Receive Parent Data;2024-09-17 23:28:08;144;3;System
APP_000011;E_000145;Send Application Mail;2024-09-17 23:29:24;145;4;System
APP_000011;E_000146;Receive Application;2024-09-17 23:34:09;146;5;System
APP_000011;E_000147;Review Document;2024-09-17 23:56:10;147;6;Clerk
APP_000011;E_000148;Request Missing Documents;2024-09-18 00:11:27;148;7;Clerk
APP_000035;E_000149;Application started;2024-09-18 04:10:59;149;1;System
APP_000035;E_000150;Request Parent Data;2024-09-18 04:11:47;150;2;System
APP_000023;E_000151;Receive Parent Data;2024-09-18 04:15:33;151;3;System
APP_000023;E_000152;Send Application Mail;2024-09-18 04:16:45;152;4;System
APP_000023;E_000153;Receive Application;2024-09-18 04:19:28;153;5;System
APP_000023;E_000154;Review Document;2024-09-18 04:46:40;154;6;Clerk
APP_000023;E_000155;Request Missing Documents;2024-09-18 04:57:10;155;7;Clerk
APP_000036;E_000156;Application started;2024-09-18 13:06:23;156;1;System
APP_000036;E_000157;Request Parent Data;2024-09-18 13:06:59;157;2;System
APP_000037;E_000158;Application started;2024-09-18 14:13:14;158;1;System
APP_000037;E_000159;Request Parent Data;2024-09-18 14:14:06;159;2;System
APP_000010;E_000160;Receive Missing Documents;2024-09-18 15:03:40;160;8;System
APP_000010;E_000161;Review Document;2024-09-18 15:26:22;161;9;Clerk
APP_000010;E_000162;Assess Application;2024-09-18 15:36:22;162;10;Clerk
APP_000010;E_000163;Calculate Claim;2024-09-18 15:59:27;163;11;Clerk
APP_000010;E_000164;Send Notification;2024-09-18 16:10:16;164;12;Clerk
APP_000010;E_000165;Application handled;2024-09-18 16:10:16;165;13;System
APP_000038;E_000166;Application started;2024-09-18 18:09:48;166;1;System
APP_000038;E_000167;Request Parent Data;2024-09-18 18:11:36;167;2;System
APP_000039;E_000168;Application started;2024-09-18 18:22:09;168;1;System
APP_000039;E_000169;Send Application Mail;2024-09-18 18:23:15;169;2;System
APP_000039;E_000170;Receive Application;2024-09-18 18:28:15;170;3;System
APP_000040;E_000171;Application started;2024-09-18 18:33:52;171;1;System
APP_000040;E_000172;Request Parent Data;2024-09-18 18:34:37;172;2;System
APP_000039;E_000173;Review Document;2024-09-18 18:51:14;173;4;Clerk
APP_000041;E_000174;Application started;2024-09-18 18:55:48;174;1;System
APP_000041;E_000175;Request Parent Data;2024-09-18 18:57:40;175;2;System
APP_000039;E_000176;Request Missing Documents;2024-09-18 19:06:31;176;5;Clerk
APP_000005;E_000177;Receive Missing Documents;2024-09-18 19:44:21;177;6;System
APP_000004;E_000178;Receive Missing Documents;2024-09-18 19:44:50;178;8;System
APP_000004;E_000179;Review Document;2024-09-18 20:02:20;179;9;Clerk
APP_000005;E_000180;Review Document;2024-09-18 20:08:49;180;7;Clerk
APP_000004;E_000181;Send Rejection;2024-09-18 20:11:21;181;10;Clerk
APP_000004;E_000182;Application handled;2024-09-18 20:11:21;182;11;System
APP_000042;E_000183;Application started;2024-09-18 20:34:16;183;1;System
APP_000005;E_000184;Assess Application;2024-09-18 20:34:32;184;8;Clerk
APP_000042;E_000185;Request Parent Data;2024-09-18 20:35:24;185;2;System
APP_000005;E_000186;Send Rejection;2024-09-18 20:45:14;186;9;Clerk
APP_000005;E_000187;Application handled;2024-09-18 20:45:14;187;10;System
APP_000029;E_000188;Receive Parent Data;2024-09-18 20:52:40;188;3;System
APP_000043;E_000189;Application started;2024-09-18 20:55:13;189;1;System
APP_000029;E_000190;Send Application Mail;2024-09-18 20:55:40;190;4;System
APP_000043;E_000191;Request Parent Data;2024-09-18 20:55:57;191;2;System
APP_000029;E_000192;Receive Application;2024-09-18 20:57:51;192;5;System
APP_000044;E_000193;Application started;2024-09-18 21:05:01;193;1;System
APP_000044;E_000194;Request Parent Data;2024-09-18 21:06:39;194;2;System
APP_000029;E_000195;Review Document;2024-09-18 21:18:50;195;6;Clerk
APP_000018;E_000196;Receive Parent Data;2024-09-18 21:23:46;196;3;System
APP_000018;E_000197;Send Application Mail;2024-09-18 21:25:47;197;4;System
APP_000018;E_000198;Receive Application;2024-09-18 21:30:11;198;5;System
APP_000029;E_000199;Assess Application;2024-09-18 21:40:53;199;7;Clerk
APP_000029;E_000200;Send Rejection;2024-09-18 21:49:26;200;8;Clerk
APP_000029;E_000201;Application handled;2024-09-18 21:49:26;201;9;System
APP_000018;E_000202;Review Document;2024-09-18 22:00:34;202;6;Clerk
APP_000018;E_000203;Assess Application;2024-09-18 22:20:08;203;7;Clerk
APP_000018;E_000204;Calculate Claim;2024-09-18 22:45:46;204;8;Clerk
APP_000018;E_000205;Send Notification;2024-09-18 22:55:22;205;9;Clerk
APP_000018;E_000206;Application handled;2024-09-18 22:55:22;206;10;System
APP_000045;E_000207;Application started;2024-09-18 23:06:02;207;1;System
APP_000045;E_000208;Request Parent Data;2024-09-18 23:07:08;208;2;System
APP_000046;E_000209;Application started;2024-09-19 02:06:07;209;1;System
APP_000046;E_000210;Request Parent Data;2024-09-19 02:07:29;210;2;System
APP_000047;E_000211;Application started;2024-09-19 05:10:18;211;1;System
APP_000047;E_000212;Send Application Mail;2024-09-19 05:12:08;212;2;System
APP_000047;E_000213;Receive Application;2024-09-19 05:15:28;213;3;System
APP_000047;E_000214;Review Document;2024-09-19 05:50:09;214;4;Clerk
APP_000047;E_000215;Request Missing Documents;2024-09-19 05:59:12;215;5;Clerk
APP_000011;E_000216;Receive Missing Documents;2024-09-19 10:52:55;216;8;System
APP_000011;E_000217;Review Document;2024-09-19 11:13:57;217;9;Clerk
APP_000011;E_000218;Assess Application;2024-09-19 11:50:54;218;10;Clerk
APP_000011;E_000219;Calculate Claim;2024-09-19 12:17:09;219;11;Clerk
APP_000048;E_000220;Application started;2024-09-19 12:23:10;220;1;System
APP_000048;E_000221;Request Parent Data;2024-09-19 12:24:21;221;2;System
APP_000011;E_000222;Send Notification;2024-09-19 12:29:10;222;12;Clerk
APP_000011;E_000223;Application handled;2024-09-19 12:29:10;223;13;System
APP_000049;E_000224;Application started;2024-09-19 12:53:59;224;1;System
APP_000049;E_000225;Request Parent Data;2024-09-19 12:54:30;225;2;System
APP_000050;E_000226;Application started;2024-09-19 13:16:59;226;1;System
APP_000050;E_000227;Request Parent Data;2024-09-19 13:17:35;227;2;System
APP_000037;E_000228;Receive Parent Data;2024-09-19 14:14:06;228;3;System
APP_000037;E_000229;Send Application Mail;2024-09-19 14:15:32;229;4;System
APP_000051;E_000230;Application started;2024-09-19 14:15:39;230;1;System
APP_000051;E_000231;Request Parent Data;2024-09-19 14:17:28;231;2;System
APP_000037;E_000232;Receive Application;2024-09-19 14:17:36;232;5;System
APP_000052;E_000233;Application started;2024-09-19 14:33:24;233;1;System
APP_000052;E_000234;Send Application Mail;2024-09-19 14:35:38;234;2;System
APP_000037;E_000235;Review Document;2024-09-19 14:40:02;235;6;Clerk
APP_000052;E_000236;Receive Application;2024-09-19 14:40:35;236;3;System
APP_000053;E_000237;Application started;2024-09-19 14:47:52;237;1;System
APP_000052;E_000238;Request Missing Documents;2024-09-19 14:48:26;238;4;Clerk
APP_000053;E_000239;Request Parent Data;2024-09-19 14:49:46;239;2;System
APP_000037;E_000240;Request Missing Documents;2024-09-19 14:58:06;240;7;Clerk
APP_000007;E_000241;Receive Parent Data;2024-09-19 16:33:48;241;3;System
APP_000007;E_000242;Send Application Mail;2024-09-19 16:35:04;242;4;System
APP_000007;E_000243;Receive Application;2024-09-19 16:36:32;243;5;System
APP_000007;E_000244;Review Document;2024-09-19 17:03:21;244;6;Clerk
APP_000007;E_000245;Request Missing Documents;2024-09-19 17:21:15;245;7;Clerk
APP_000054;E_000246;Application started;2024-09-19 18:11:48;246;1;System
APP_000054;E_000247;Request Parent Data;2024-09-19 18:13:23;247;2;System
APP_000055;E_000248;Application started;2024-09-19 18:24:41;248;1;System
APP_000055;E_000249;Request Parent Data;2024-09-19 18:25:57;249;2;System
APP_000056;E_000250;Application started;2024-09-19 19:32:55;250;1;System
APP_000056;E_000251;Request Parent Data;2024-09-19 19:33:33;251;2;System
APP_000057;E_000252;Application started;2024-09-19 20:18:19;252;1;System
APP_000057;E_000253;Request Parent Data;2024-09-19 20:18:53;253;2;System
APP_000058;E_000254;Application started;2024-09-19 20:20:57;254;1;System
APP_000058;E_000255;Request Parent Data;2024-09-19 20:22:25;255;2;System
APP_000042;E_000256;Receive Parent Data;2024-09-19 20:35:24;256;3;System
APP_000042;E_000257;Send Application Mail;2024-09-19 20:36:56;257;4;System
APP_000042;E_000258;Receive Application;2024-09-19 20:40:53;258;5;System
APP_000042;E_000259;Review Document;2024-09-19 21:07:07;259;6;Clerk
APP_000042;E_000260;Request Missing Documents;2024-09-19 21:15:02;260;7;Clerk
APP_000059;E_000261;Application started;2024-09-19 21:29:36;261;1;System
APP_000059;E_000262;Send Application Mail;2024-09-19 21:32:29;262;2;System
APP_000059;E_000263;Receive Application;2024-09-19 21:36:15;263;3;System
APP_000059;E_000264;Review Document;2024-09-19 22:06:24;264;4;Clerk
APP_000059;E_000265;Assess Application;2024-09-19 22:24:43;265;5;Clerk
APP_000059;E_000266;Calculate Claim;2024-09-19 22:41:12;266;6;Clerk
APP_000059;E_000267;Send Notification;2024-09-19 22:49:49;267;7;Clerk
APP_000059;E_000268;Application handled;2024-09-19 22:49:49;268;8;System
APP_000023;E_000269;Receive Missing Documents;2024-09-20 00:24:44;269;8;System
APP_000060;E_000270;Application started;2024-09-20 00:39:35;270;1;System
APP_000060;E_000271;Request Parent Data;2024-09-20 00:40:33;271;2;System
APP_000023;E_000272;Review Document;2024-09-20 00:55:07;272;9;Clerk
APP_000023;E_000273;Request Missing Documents;2024-09-20 01:15:27;273;10;Clerk
APP_000046;E_000274;Receive Parent Data;2024-09-20 02:07:29;274;3;System
APP_000046;E_000275;Send Application Mail;2024-09-20 02:10:05;275;4;System
APP_000046;E_000276;Receive Application;2024-09-20 02:14:31;276;5;System
APP_000046;E_000277;Review Document;2024-09-20 02:37:48;277;6;Clerk
APP_000046;E_000278;Assess Application;2024-09-20 02:57:32;278;7;Clerk
APP_000046;E_000279;Calculate Claim;2024-09-20 03:13:12;279;8;Clerk
APP_000046;E_000280;Send Notification;2024-09-20 03:22:45;280;9;Clerk
APP_000046;E_000281;Application handled;2024-09-20 03:22:45;281;10;System
APP_000047;E_000282;Receive Missing Documents;2024-09-20 05:59:12;282;6;System
APP_000047;E_000283;Review Document;2024-09-20 06:23:40;283;7;Clerk
APP_000047;E_000284;Request Missing Documents;2024-09-20 06:39:22;284;8;Clerk
APP_000061;E_000285;Application started;2024-09-20 08:13:39;285;1;System
APP_000061;E_000286;Request Parent Data;2024-09-20 08:15:37;286;2;System
APP_000062;E_000287;Application started;2024-09-20 10:13:20;287;1;System
APP_000062;E_000288;Request Parent Data;2024-09-20 10:15:08;288;2;System
APP_000063;E_000289;Application started;2024-09-20 11:37:08;289;1;System
APP_000063;E_000290;Request Parent Data;2024-09-20 11:38:58;290;2;System
APP_000064;E_000291;Application started;2024-09-20 12:58:32;291;1;System
APP_000064;E_000292;Send Application Mail;2024-09-20 13:01:06;292;2;System
APP_000064;E_000293;Receive Application;2024-09-20 13:03:45;293;3;System
APP_000064;E_000294;Review Document;2024-09-20 13:21:15;294;4;Clerk
APP_000064;E_000295;Request Missing Documents;2024-09-20 13:37:40;295;5;Clerk
APP_000065;E_000296;Application started;2024-09-20 15:32:21;296;1;System
APP_000065;E_000297;Request Parent Data;2024-09-20 15:34:02;297;2;System
APP_000041;E_000298;Receive Parent Data;2024-09-20 19:41:29;298;3;System
APP_000041;E_000299;Send Application Mail;2024-09-20 19:42:42;299;4;System
APP_000041;E_000300;Receive Application;2024-09-20 19:47:11;300;5;System
APP_000015;E_000301;Receive Parent Data;2024-09-20 19:53:03;301;3;System
APP_000015;E_000302;Send Application Mail;2024-09-20 19:54:29;302;4;System
APP_000015;E_000303;Receive Application;2024-09-20 19:58:45;303;5;System
APP_000041;E_000304;Review Document;2024-09-20 20:11:19;304;6;Clerk
APP_000015;E_000305;Review Document;2024-09-20 20:28:56;305;6;Clerk
APP_000041;E_000306;Assess Application;2024-09-20 20:33:09;306;7;Clerk
APP_000015;E_000307;Send Rejection;2024-09-20 20:43:16;307;7;Clerk
APP_000015;E_000308;Application handled;2024-09-20 20:43:16;308;8;System
APP_000041;E_000309;Calculate Claim;2024-09-20 21:00:25;309;8;Clerk
APP_000041;E_000310;Send Notification;2024-09-20 21:11:24;310;9;Clerk
APP_000041;E_000311;Application handled;2024-09-20 21:11:24;311;10;System
APP_000066;E_000312;Application started;2024-09-20 21:41:39;312;1;System
APP_000066;E_000313;Request Parent Data;2024-09-20 21:43:36;313;2;System
APP_000067;E_000314;Application started;2024-09-20 22:50:16;314;1;System
APP_000067;E_000315;Request Parent Data;2024-09-20 22:51:47;315;2;System
APP_000068;E_000316;Application started;2024-09-21 01:16:44;316;1;System
APP_000068;E_000317;Request Parent Data;2024-09-21 01:18:39;317;2;System
APP_000057;E_000318;Receive Parent Data;2024-09-21 01:55:56;318;3;System
APP_000057;E_000319;Send Application Mail;2024-09-21 01:57:10;319;4;System
APP_000057;E_000320;Receive Application;2024-09-21 02:02:02;320;5;System
APP_000057;E_000321;Review Document;2024-09-21 02:28:39;321;6;Clerk
APP_000057;E_000322;Request Missing Documents;2024-09-21 02:38:37;322;7;Clerk
APP_000069;E_000323;Application started;2024-09-21 07:13:59;323;1;System
APP_000069;E_000324;Request Parent Data;2024-09-21 07:15:23;324;2;System
APP_000070;E_000325;Application started;2024-09-21 07:59:15;325;1;System
APP_000070;E_000326;Request Parent Data;2024-09-21 08:00:25;326;2;System
APP_000037;E_000327;Receive Missing Documents;2024-09-21 13:29:01;327;8;System
APP_000016;E_000328;Receive Parent Data;2024-09-21 13:50:20;328;3;System
APP_000016;E_000329;Send Application Mail;2024-09-21 13:53:18;329;4;System
APP_000016;E_000330;Receive Application;2024-09-21 13:54:45;330;5;System
APP_000037;E_000331;Review Document;2024-09-21 14:01:36;331;9;Clerk
APP_000037;E_000332;Send Rejection;2024-09-21 14:09:28;332;10;Clerk
APP_000037;E_000333;Application handled;2024-09-21 14:09:28;333;11;System
APP_000016;E_000334;Review Document;2024-09-21 14:27:08;334;6;Clerk
APP_000016;E_000335;Request Missing Documents;2024-09-21 14:36:27;335;7;Clerk
APP_000009;E_000336;Receive Parent Data;2024-09-21 15:06:19;336;3;System
APP_000009;E_000337;Send Application Mail;2024-09-21 15:08:22;337;4;System
APP_000009;E_000338;Receive Application;2024-09-21 15:12:35;338;5;System
APP_000009;E_000339;Review Document;2024-09-21 15:39:43;339;6;Clerk
APP_000009;E_000340;Request Missing Documents;2024-09-21 15:55:00;340;7;Clerk
APP_000028;E_000341;Receive Parent Data;2024-09-21 18:14:03;341;3;System
APP_000028;E_000342;Send Application Mail;2024-09-21 18:16:31;342;4;System
APP_000028;E_000343;Receive Application;2024-09-21 18:18:18;343;5;System
APP_000071;E_000344;Application started;2024-09-21 18:28:50;344;1;System
APP_000071;E_000345;Request Parent Data;2024-09-21 18:30:17;345;2;System
APP_000028;E_000346;Review Document;2024-09-21 18:46:55;346;6;Clerk
APP_000028;E_000347;Request Missing Documents;2024-09-21 19:16:55;347;7;Clerk
APP_000063;E_000348;Receive Parent Data;2024-09-22 00:08:29;348;3;System
APP_000063;E_000349;Send Application Mail;2024-09-22 00:09:44;349;4;System
APP_000063;E_000350;Receive Application;2024-09-22 00:14:20;350;5;System
APP_000063;E_000351;Review Document;2024-09-22 00:40:58;351;6;Clerk
APP_000063;E_000352;Request Missing Documents;2024-09-22 00:55:51;352;7;Clerk
APP_000072;E_000353;Application started;2024-09-22 02:29:08;353;1;System
APP_000072;E_000354;Request Parent Data;2024-09-22 02:30:27;354;2;System
APP_000073;E_000355;Application started;2024-09-22 04:50:24;355;1;System
APP_000073;E_000356;Send Application Mail;2024-09-22 04:52:46;356;2;System
APP_000066;E_000357;Receive Parent Data;2024-09-22 04:55:39;357;3;System
APP_000073;E_000358;Receive Application;2024-09-22 04:57:22;358;3;System
APP_000066;E_000359;Send Application Mail;2024-09-22 04:57:53;359;4;System
APP_000066;E_000360;Receive Application;2024-09-22 05:01:04;360;5;System
APP_000073;E_000361;Review Document;2024-09-22 05:22:06;361;4;Clerk
APP_000066;E_000362;Assess Application;2024-09-22 05:22:20;362;6;Clerk
APP_000073;E_000363;Request Missing Documents;2024-09-22 05:27:09;363;5;Clerk
APP_000066;E_000364;Calculate Claim;2024-09-22 05:45:28;364;7;Clerk
APP_000066;E_000365;Send Notification;2024-09-22 05:56:03;365;8;Clerk
APP_000066;E_000366;Application handled;2024-09-22 05:56:03;366;9;System
APP_000074;E_000367;Application started;2024-09-22 09:09:26;367;1;System
APP_000074;E_000368;Request Parent Data;2024-09-22 09:10:57;368;2;System
APP_000019;E_000369;Receive Parent Data;2024-09-22 09:11:52;369;3;System
APP_000019;E_000370;Send Application Mail;2024-09-22 09:13:53;370;4;System
APP_000019;E_000371;Receive Application;2024-09-22 09:18:03;371;5;System
APP_000075;E_000372;Application started;2024-09-22 09:50:12;372;1;System
